"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"202","It's Census Day and we all have a crucial role to play. Filling out the 2020 Census determines what the next decade… https://t.co/e90Xk9eFk1",FALSE,132691,NA,2020-04-01 14:47:48,TRUE,NA,"1245362232931880960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",29954,FALSE,FALSE,NA,NA
"203","We've seen all too terribly the consequences of those who denied warnings of a pandemic. We can't afford any more c… https://t.co/dUUGeOI8VK",FALSE,335345,NA,2020-03-31 15:19:04,TRUE,NA,"1245007713387544576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",88760,FALSE,FALSE,NA,NA
"204","So many Americans right now are stepping up to help their communities. Zohaib Begg, a 7-year-old from VA, is one of… https://t.co/kgEAjd7yGX",FALSE,167720,NA,2020-03-30 17:03:55,TRUE,NA,"1244671710198104064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",26482,FALSE,FALSE,NA,NA
"205","We are grateful for what he did for this country. He carried the baton longer and surer than almost anybody. It fal… https://t.co/a2LHsvMF3T",FALSE,27030,"BarackObama",2020-03-28 19:56:14,TRUE,"1243990300009402368","1243990301175353345","813286","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",2585,FALSE,FALSE,NA,NA
"206","What a joy it was to watch him pray and preach. I took heart in him saying, “We ain’t going back. We’ve come too fa… https://t.co/wZCEg2dhmz",FALSE,35024,"BarackObama",2020-03-28 19:56:14,TRUE,"1243990296385466368","1243990300009402368","813286","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",3609,FALSE,FALSE,NA,NA
"207","Rev. Joseph Lowery was a giant who let so many of us stand on his shoulders. With boundless generosity, patience, a… https://t.co/LzAKoBofog",FALSE,133255,NA,2020-03-28 19:56:13,TRUE,NA,"1243990296385466368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",14178,FALSE,FALSE,NA,NA
"208","During this crisis, our grocery store clerks, delivery drivers, transit and utility workers—along with so many othe… https://t.co/FgNwvpshoo",FALSE,289313,NA,2020-03-27 17:43:32,TRUE,NA,"1243594515677622274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",49606,FALSE,FALSE,NA,NA
"209","And this article provides a great example of the kind of community spirit that we need to get through this—a spirit… https://t.co/177VvHKpiW",FALSE,43952,"BarackObama",2020-03-26 00:00:34,TRUE,"1242964620870070272","1242964623504158720","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",9687,FALSE,FALSE,NA,NA
"210","Here’s a useful overview of the likely scenarios that the world will be facing in the coming months while managing… https://t.co/c2F0mhA9r5",FALSE,216199,NA,2020-03-26 00:00:33,TRUE,NA,"1242964620870070272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",64297,FALSE,FALSE,NA,NA
"211","These are the burdens our medical heroes already face in NYC. It's only going to get harder across the country. Ano… https://t.co/trAELIbkTY",FALSE,147609,NA,2020-03-25 14:11:51,TRUE,NA,"1242816471572545536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",34046,FALSE,FALSE,NA,NA
"212","Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at ho… https://t.co/Cl7FGTSg32",FALSE,222924,NA,2020-03-24 16:50:08,TRUE,NA,"1242493913337913345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",43049,FALSE,FALSE,NA,NA
"213","Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fig… https://t.co/TIjyEkJOGd",FALSE,129584,NA,2020-03-23 15:43:41,TRUE,NA,"1242114805588267008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",37445,FALSE,FALSE,NA,NA
"214","Ten years ago today, I signed the Affordable Care Act into law. It protected preexisting conditions, cut the uninsu… https://t.co/VuhN5ugvtn",FALSE,351119,NA,2020-03-23 14:41:49,TRUE,NA,"1242099236231053314",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",59993,FALSE,FALSE,NA,NA
"215","Sometimes it takes the wisdom and resilience of those who have been marginalized for all of us to remember the impo… https://t.co/u5B0tcSfLU",FALSE,95987,"BarackObama",2020-03-21 13:24:06,TRUE,"1241354900677832709","1241354902875619329","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",14558,FALSE,FALSE,NA,NA
"216","And @cripchick, a disabled activist, understands what it’s like for people with particular vulnerabilities to come… https://t.co/Sk5TBOTnkH",FALSE,43138,"BarackObama",2020-03-21 13:24:06,TRUE,"1241354898299633664","1241354900677832709","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5510,FALSE,FALSE,NA,NA
"217",".@sullydish witnessed the impact of HIV-AIDS on the LGBT community in the early stages of that devastating disease: https://t.co/j0ipIrzoDC",FALSE,30646,"BarackObama",2020-03-21 13:24:05,FALSE,"1241354895829106688","1241354898299633664","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5154,FALSE,FALSE,NA,NA
"218","Here are a few stories that have less to do with the very real medical or economic aspects of this crisis, and more… https://t.co/Oh038qeLhJ",FALSE,227621,NA,2020-03-21 13:24:05,TRUE,NA,"1241354895829106688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",35715,FALSE,FALSE,NA,NA
"219","The best part of my job was meeting people like this—ready to make a selfless act in a time of need. Many Americans… https://t.co/d6c56VtEjk",FALSE,22368,"BarackObama",2020-03-19 15:25:09,TRUE,"1240660587677450244","1240660590600892417","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3969,FALSE,FALSE,NA,NA
"220",".@rgay and @SheaSerrano are using their feeds to directly support people in need—and helping shift our ideas about… https://t.co/f5wO07YeTN",FALSE,42144,"BarackObama",2020-03-19 15:25:09,TRUE,"1240660584800161793","1240660587677450244","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",6208,FALSE,FALSE,NA,NA
"221","In my old neighborhood, the @BSAllianceChi established a crisis pantry to provide food and essential items for part… https://t.co/3S0XsrpkBb",FALSE,10908,"BarackObama",2020-03-19 15:25:08,TRUE,"1240660582090657799","1240660584800161793","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",1602,FALSE,FALSE,NA,NA
"222",".@ObamaFoundation Fellow @alexsmith1982 is helping seniors fight loneliness in the UK through a mix of new and old… https://t.co/XN42EoXeQv",FALSE,7297,"BarackObama",2020-03-19 15:25:07,TRUE,"1240660579200700419","1240660582090657799","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",1393,FALSE,FALSE,NA,NA
"223","Some great stories of big-hearted people coming up with new ways to come together—even while remaining apart—to hel… https://t.co/6zeZriuo6P",FALSE,77440,NA,2020-03-19 15:25:07,TRUE,NA,"1240660579200700419",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",14503,FALSE,FALSE,NA,NA
"224","In the meantime, remember to check up by phone on elderly or vulnerable friends and neighbors who may need our help.",FALSE,51137,"BarackObama",2020-03-18 14:57:45,FALSE,"1240291302811500549","1240291304573227009","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",7645,FALSE,FALSE,NA,NA
"225","As communities have begun to recognize the importance of social distancing measures to “flatten the curve” on COVID… https://t.co/wWe8N5YpwP",FALSE,108211,NA,2020-03-18 14:57:44,TRUE,NA,"1240291302811500549",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",25618,FALSE,FALSE,NA,NA
"226","We owe a profound debt of gratitude to all our health professionals and everybody who’ll be on the front lines of t… https://t.co/pLJkvANSdr",FALSE,513801,NA,2020-03-17 16:49:38,TRUE,NA,"1239957076211834881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",90350,FALSE,FALSE,NA,NA
"227","Not everybody can stay home, and we owe a big debt of gratitude to health professionals, transit and airport worker… https://t.co/SK1Rk7kkIu",FALSE,197855,"BarackObama",2020-03-15 19:09:21,TRUE,"1239267360739074048","1239267459028353024","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",38499,FALSE,FALSE,NA,NA
"228","Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us c… https://t.co/GOODRTNI2e",FALSE,379234,NA,2020-03-15 19:08:57,TRUE,NA,"1239267360739074048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",122075,FALSE,FALSE,NA,NA
"229","A shout out to Kevin, Giannis, Zion, Blake, Steph and all the players, owners and organizations who are setting a g… https://t.co/csibmqnjrH",FALSE,313460,NA,2020-03-14 14:11:06,TRUE,NA,"1238830014432522240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",45777,FALSE,FALSE,NA,NA
"230","If you’re wondering whether it’s an overreaction to cancel large gatherings and public events (and I love basketbal… https://t.co/pdcJudIFXu",FALSE,565874,NA,2020-03-12 23:00:56,TRUE,NA,"1238238576141352966",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",160927,FALSE,FALSE,NA,NA
"231","In the midst of campaign season, it’s important to look squarely at what’s at stake. This article speaks to one of… https://t.co/Ij2hK9CKB1",FALSE,92949,NA,2020-03-10 20:50:11,TRUE,NA,"1237480895466127361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",19370,FALSE,FALSE,NA,NA
"232","55 years ago, when a group of civil rights organizers crossed the Edmund Pettus Bridge, they carried America with t… https://t.co/tdaHo1FJIR",FALSE,239500,NA,2020-03-07 15:18:26,TRUE,NA,"1236310244508254208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",29194,FALSE,FALSE,NA,NA
"233","Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when… https://t.co/3J4CZwGJup",FALSE,599046,NA,2020-03-04 16:52:19,TRUE,NA,"1235246706817630208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",126711,FALSE,FALSE,NA,NA
"234","Michelle and I are sending our prayers to those affected by the severe storms in Tennessee, especially to those who… https://t.co/48jXyUeupn",FALSE,321500,NA,2020-03-03 21:34:30,TRUE,NA,"1234955335305175041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",27282,FALSE,FALSE,NA,NA
"235","America needs you as states prepare for the next round of redistricting. It's up to all of us to make sure we have… https://t.co/HghrAbSMGn",FALSE,23555,"BarackObama",2020-02-28 15:49:05,TRUE,"1233418687308234754","1233418854686216192","813286","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",4818,FALSE,FALSE,NA,NA
"236","Shirley Chisholm said ""You don't make progress by standing on the sidelines, whimpering and complaining. You make p… https://t.co/AQqsZ3bmsw",FALSE,68559,NA,2020-02-28 15:48:25,TRUE,NA,"1233418687308234754",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",12910,FALSE,FALSE,NA,NA
"237","After a lifetime of reaching for the stars, today, Katherine Johnson landed among them. She spent decades as a hidd… https://t.co/Z2SzFvXmW7",FALSE,389020,NA,2020-02-24 21:57:19,TRUE,NA,"1232061971148746754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",42976,FALSE,FALSE,NA,NA
"238","Happy birthday to one of my heroes — someone who believed our right to vote was more important than his own life. T… https://t.co/hK0tnVcacQ",FALSE,327171,NA,2020-02-21 15:34:33,TRUE,NA,"1230878481543725056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31786,FALSE,FALSE,NA,NA
"239","https://t.co/AQJsfBf0ri",FALSE,18558,"BarackObama",2020-02-19 00:51:40,FALSE,"1229931441624145920","1229931522758774787","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3138,FALSE,FALSE,NA,NA
"240","Here are a couple of articles that are worth reading — from housing to health, these stories use data to explore ch… https://t.co/KlSkp31mmi",FALSE,85045,NA,2020-02-19 00:51:21,TRUE,NA,"1229931441624145920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15291,FALSE,FALSE,NA,NA
"241","Eleven years ago today, near the bottom of the worst recession in generations, I signed the Recovery Act, paving th… https://t.co/6IyeQfvElc",FALSE,768064,NA,2020-02-17 15:46:53,TRUE,NA,"1229432034650722304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",111388,FALSE,FALSE,NA,NA
"242","Happy Valentine’s Day to my forever dance partner, @MichelleObama. https://t.co/lHvTGUwEHr",FALSE,740209,NA,2020-02-14 17:40:29,FALSE,NA,"1228373460616962048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",56150,FALSE,FALSE,NA,NA
"243","What a great example of citizenship, what each of us can do to make a difference for all of us: https://t.co/YxsvONUuVl",FALSE,114024,NA,2020-02-13 15:31:32,FALSE,NA,"1227978620926296064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15208,FALSE,FALSE,NA,NA
"244","Even if the methods are new, sowing the seeds of doubt, division, and discord to turn Americans against each other… https://t.co/He8uASDGEF",FALSE,197797,NA,2020-02-11 21:05:32,TRUE,NA,"1227337897692495873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",51782,FALSE,FALSE,NA,NA
"245","Thirty years on, I remember the hope we all felt watching Mandela’s release from prison. The gift of a new way of s… https://t.co/ZtWqtwqYmE",FALSE,275654,NA,2020-02-11 18:09:29,TRUE,NA,"1227293592860987392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",27672,FALSE,FALSE,NA,NA
"246","Congrats to Julia and Steven, the filmmakers behind American Factory, for telling such a complex, moving story abou… https://t.co/gvQzSMCVPE",FALSE,179715,NA,2020-02-10 02:38:19,TRUE,NA,"1226696870292008960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",23470,FALSE,FALSE,NA,NA
"247","Sixty years ago today, the Greensboro Four stood up to injustice by sitting down at a lunch counter. Our journey is… https://t.co/fLcldO9VnD",FALSE,323419,NA,2020-02-01 20:36:40,TRUE,NA,"1223706755693187078",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarackObama",47458,FALSE,FALSE,NA,NA
"248","Kobe was a legend on the court and just getting started in what would have been just as meaningful a second act. To… https://t.co/YlRRr9ng7Q",FALSE,3986991,NA,2020-01-26 21:56:16,TRUE,NA,"1221552460768202756",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",653096,FALSE,FALSE,NA,NA
"249","Every so often, I re-read Dr. King’s Letter from a Birmingham Jail. While some of the injustices may have changed,… https://t.co/9TxGaZKcaC",FALSE,258071,NA,2020-01-20 14:35:29,TRUE,NA,"1219267208250941440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",51441,FALSE,FALSE,NA,NA
"250","In every scene, you are my star, @MichelleObama! Happy birthday, baby! https://t.co/hgMBhHasBj",FALSE,2715859,NA,2020-01-17 14:13:19,FALSE,NA,"1218174463046553600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",377255,FALSE,FALSE,NA,NA
"251","Glad to see American Factory’s Oscar nod for Best Documentary. It’s the kind of story we don’t see often enough and… https://t.co/FSdnLUbNBA",FALSE,128080,NA,2020-01-13 14:13:44,TRUE,NA,"1216725015695183872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10743,FALSE,FALSE,NA,NA
"252","Young leaders like these are powering the promise of the Asia Pacific region. Michelle and I couldn’t be more impre… https://t.co/RHQjTYreVr",FALSE,43072,NA,2019-11-22 16:08:56,TRUE,NA,"1197909838061359104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",4069,FALSE,FALSE,NA,NA
"253","Proud to see Oluwaseun @AyodejiOsowobi in this list. She’s an @ObamaFoundation Leader who’s organizing young people… https://t.co/y8oGn0exHw",FALSE,47527,NA,2019-11-18 18:39:05,TRUE,NA,"1196498074660724736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",8043,FALSE,FALSE,NA,NA
"254","Stories like this are a reminder of our duty, as a country and as Americans, to support every veteran—not only in w… https://t.co/clVuvQQEyd",FALSE,42896,"BarackObama",2019-11-11 14:34:54,TRUE,"1193899774182858752","1193899910116052997","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5023,FALSE,FALSE,NA,NA
"255","This Veterans Day, here’s a moving portrait of the extraordinary resilience of my friend Cory Remsburg, an Army Ran… https://t.co/bwYxW8LZyd",FALSE,133430,NA,2019-11-11 14:34:22,TRUE,NA,"1193899774182858752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",19091,FALSE,FALSE,NA,NA
"256","No one says it better than @MichelleObama — the Obama Presidential Center coming to the South Side isn't for us, it… https://t.co/kNLNbOVpHr",FALSE,84641,NA,2019-11-08 16:39:31,TRUE,NA,"1192844105631649792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10022,FALSE,FALSE,NA,NA
"257","Proud of all the Americans who showed up to vote yesterday, electing a set of hopeful, forward-thinking leaders pri… https://t.co/9EA708TmyI",FALSE,310858,NA,2019-11-06 18:32:50,TRUE,NA,"1192147846214160384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",32100,FALSE,FALSE,NA,NA
"258","Proud to endorse an outstanding group of Virginia Democrats in Tuesday’s election—candidates who’ll not only advanc… https://t.co/s7lkCMYXu7",FALSE,67601,NA,2019-11-02 14:04:46,TRUE,NA,"1190630834736443393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11116,FALSE,FALSE,NA,NA
"259","Today’s the first day of open enrollment on https://t.co/ob1Ynoesod, and high-quality coverage might be more afford… https://t.co/lWds9MEdZv",FALSE,82418,NA,2019-11-01 14:56:03,TRUE,NA,"1190281354321317889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",24005,FALSE,FALSE,NA,NA
"260","Congrats to the World Champion @Nationals and their fans! A great group that always showed up when it counted and w… https://t.co/bx1Cg6Jvcz",FALSE,177974,NA,2019-10-31 13:55:54,TRUE,NA,"1189903829589999618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15702,FALSE,FALSE,NA,NA
"261","Glad to be back in Chicago for the @ObamaFoundation Summit. It’s where I first learned to organize—and where I met… https://t.co/umAF2H7vjZ",FALSE,49561,NA,2019-10-28 21:04:20,TRUE,NA,"1188924481458331648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5906,FALSE,FALSE,NA,NA
"262",".@SamanthaJPower is a Pulitzer winner, an incredible writer, and a great friend. Her memoir, The Education of an Id… https://t.co/rsVrBUOSIJ",FALSE,59136,NA,2019-10-18 14:53:14,TRUE,NA,"1185207212085567488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5961,FALSE,FALSE,NA,NA
"263","Michelle and I are heartbroken over the passing of our friend, Elijah Cummings. May his example inspire more Americ… https://t.co/Km5EWFuGaw",FALSE,44622,NA,2019-10-17 15:23:42,TRUE,NA,"1184852494922453001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10920,FALSE,FALSE,NA,NA
"264","I was proud to work with Justin Trudeau as President. He's a hard-working, effective leader who takes on big issues… https://t.co/nZdSmWcpgP",FALSE,312592,NA,2019-10-16 17:58:15,TRUE,NA,"1184528998669389824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",42540,FALSE,FALSE,NA,NA
"265","In December, Michelle and I will head to Malaysia for the first @ObamaFoundation Leaders: Asia-Pacific gathering. T… https://t.co/sDWtdRPHCQ",FALSE,59651,NA,2019-10-15 14:17:23,TRUE,NA,"1184111029787222021",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5858,FALSE,FALSE,NA,NA
"266","Yesterday, marathoner Eliud Kipchoge became the first ever to break two hours. Today in Chicago, Brigid Kosgei set… https://t.co/xbTHZbEo1K",FALSE,293575,NA,2019-10-13 21:20:26,TRUE,NA,"1183492717017554944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",29543,FALSE,FALSE,NA,NA
"267","Congrats to the @WashMystics on a gutsy, first-ever championship! A great team performance when it counted. If folk… https://t.co/6M93KCXeVW",FALSE,57416,NA,2019-10-11 13:52:07,TRUE,NA,"1182655118057103360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5604,FALSE,FALSE,NA,NA
"268","Here’s an interesting read—a reminder that behind every opinion lies a human being with real experiences and a stor… https://t.co/r7MX8F6tsX",FALSE,59638,NA,2019-10-09 19:41:11,TRUE,NA,"1182018186146979840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10555,FALSE,FALSE,NA,NA
"269","As President, I leaned on @AmbassadorRice’s experience, expertise, and willingness to tell me what I needed to hear… https://t.co/oWx2obfDF5",FALSE,91335,NA,2019-10-08 13:54:05,TRUE,NA,"1181568448004050951",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",8606,FALSE,FALSE,NA,NA
"270","Like the Beatles said: It’s getting better all the time. Thanks, babe, for 27 amazing years! https://t.co/mImRqIYn1R",FALSE,1848259,NA,2019-10-03 14:10:50,FALSE,NA,"1179760725973184513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",203687,FALSE,FALSE,NA,NA
"271","On National Voter Registration Day, it’s up to us as citizens to make sure everyone we know can make their voices h… https://t.co/rYRdykNARc",FALSE,62925,NA,2019-09-24 16:03:21,TRUE,NA,"1176527551684141056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",16850,FALSE,FALSE,NA,NA
"272","One challenge will define the future for today’s young generation more dramatically than any other: Climate change.… https://t.co/MYeQbArWwu",FALSE,240896,NA,2019-09-20 20:38:04,TRUE,NA,"1175147135303585798",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",38226,FALSE,FALSE,NA,NA
"273","Just 16, @GretaThunberg is already one of our planet’s greatest advocates. Recognizing that her generation will bea… https://t.co/mrXtVgE3aN",FALSE,343799,NA,2019-09-17 20:24:37,TRUE,NA,"1174056583610949632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",52231,FALSE,FALSE,NA,NA
"274","That’s what Americans do when others are in need – we help. We give. We inspire. Want to make a difference? There a… https://t.co/2mdo9GlaLl",FALSE,16410,"BarackObama",2019-09-12 18:10:20,TRUE,"1172210761583812616","1172210852415643650","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2868,FALSE,FALSE,NA,NA
"275","Jermaine Bell is just six years old, but when he saw people in need, he took the money he’d been saving for a trip… https://t.co/W4LaUUEYe6",FALSE,23431,"BarackObama",2019-09-12 18:09:58,TRUE,"1172210649654616067","1172210761583812616","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2932,FALSE,FALSE,NA,NA
"276","Bahamian families and communities face a long recovery from Hurricane Dorian. And Americans are reaching out to hel… https://t.co/9AbyqU5gcf",FALSE,55280,NA,2019-09-12 18:09:32,TRUE,NA,"1172210649654616067",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",8328,FALSE,FALSE,NA,NA
"277","As we remember those we lost on 9/11, we also remember the spirit of unity and togetherness that defined the weeks… https://t.co/vVlN1ckjQg",FALSE,178849,NA,2019-09-11 12:19:35,TRUE,NA,"1171760194898059266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31482,FALSE,FALSE,NA,NA
"278","Marca had a remarkable way of bringing out the best within us. For me, she was a trusted voice and a persistent, bu… https://t.co/NKXEI9izsi",FALSE,42401,NA,2019-09-09 16:00:11,TRUE,NA,"1171090934257397760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",5589,FALSE,FALSE,NA,NA
"279","Yesterday’s ruling is a big win for North Carolina—and for all of us. Voters should choose their representatives, n… https://t.co/nQ1T3U3eBU",FALSE,120811,NA,2019-09-04 19:09:00,TRUE,NA,"1169326512706936833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20822,FALSE,FALSE,NA,NA
"280","Saw this story of a young person doing great work and wanted to share it—keep it up, David! That’s some creative or… https://t.co/LI2hQ3Tovf",FALSE,68402,NA,2019-08-28 20:24:49,TRUE,NA,"1166808878807470086",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10090,FALSE,FALSE,NA,NA
"281","Training is at the heart of organizing. It’s why I’ve always made it a priority – from my 2008 campaign until now.… https://t.co/KMSmanB2OK",FALSE,21386,NA,2019-08-26 19:21:34,TRUE,NA,"1166068183289253889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",4085,FALSE,FALSE,NA,NA
"282","With summer winding down, here’s a sampling of what Michelle and I have been listening to — some new, some old, som… https://t.co/f41MILYSBr",FALSE,669262,NA,2019-08-24 15:35:56,TRUE,NA,"1165286625208950784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",109581,FALSE,FALSE,NA,NA
